company,title,location,job_url,description,posted_date,role_family,visa_notes
Siemens Industry Software,Security Engineer,Plano / Texas,https://careers.example.com/siemens-industry-software/jobs/J0100,"Join our Security Engineer team driving AI-driven workflow productivity and controls. You will analyze operational data, design secure cloud architectures, tune SIEM detections, and partner with engineering on platform modernization. Skills: Python, SQL, IAM, SIEM, Splunk, Kubernetes, Docker, Terraform, data pipelines, AI automation, incident response, Agile delivery, business analysis.",2026-04-16,Cloud / Security / Data / AI / Analyst,"AI-driven workflow productivity and controls — validate sponsorship via DOL/USCIS; signal only, not legal certainty."
NXP USA,Business Systems Analyst,Dallas / Austin,https://careers.example.com/nxp-usa/jobs/J0101,"We are seeking a Business Systems Analyst to support Semiconductor operations generate data/security/IT roles; DFW location must be verified.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",2026-05-17,Cloud / Security / Data / AI / Analyst,"Semiconductor operations generate data/security/IT roles; DFW location must be verified. — validate sponsorship via DOL/USCIS; signal only, not legal certainty."
NXP USA,Business Systems Analyst,Dallas / Austin,https://careers.example.com/nxp-usa/jobs/J0102,"Join our Business Systems Analyst team driving enterprise IAM and zero-trust implementation. You will analyze operational data, design secure cloud architectures, tune SIEM detections, and partner with engineering on platform modernization. Skills: Python, SQL, IAM, SIEM, Splunk, Kubernetes, Docker, Terraform, data pipelines, AI automation, incident response, Agile delivery, business analysis.",2026-06-18,Cloud / Security / Data / AI / Analyst,"enterprise IAM and zero-trust implementation — validate sponsorship via DOL/USCIS; signal only, not legal certainty."
Indeed,Business Systems Analyst,Austin / Texas / Remote,https://careers.example.com/indeed/jobs/J0103,"We are seeking a Business Systems Analyst to support Strong data platform and HR-tech fit; DFW role fit depends on remote/TX availability.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",2026-01-19,Cloud / Security / Data / AI / Analyst,"Strong data platform and HR-tech fit; DFW role fit depends on remote/TX availability. — validate sponsorship via DOL/USCIS; signal only, not legal certainty."
Indeed,Data Analyst,Austin / Texas / Remote,https://careers.example.com/indeed/jobs/J0104,"Join our Data Analyst team driving risk management and operational data visibility. You will analyze operational data, design secure cloud architectures, tune SIEM detections, and partner with engineering on platform modernization. Skills: Python, SQL, IAM, SIEM, Splunk, Kubernetes, Docker, Terraform, data pipelines, AI automation, incident response, Agile delivery, business analysis.",2026-02-20,Cloud / Security / Data / AI / Analyst,"risk management and operational data visibility — validate sponsorship via DOL/USCIS; signal only, not legal certainty."
UT Southwestern Medical Center,Cybersecurity Analyst,Dallas,https://careers.example.com/ut-southwestern-medical-center/jobs/J0105,"We are seeking a Cybersecurity Analyst to support Healthcare/research environment supports data and systems roles; compensation/sponsorship varies.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",2026-03-21,Cloud / Security / Data / AI / Analyst,"Healthcare/research environment supports data and systems roles; compensation/sponsorship varies. — validate sponsorship via DOL/USCIS; signal only, not legal certainty."
UT Southwestern Medical Center,Data Analyst,Dallas,https://careers.example.com/ut-southwestern-medical-center/jobs/J0106,"Join our Data Analyst team driving AI automation governance and measurable outcomes. You will analyze operational data, design secure cloud architectures, tune SIEM detections, and partner with engineering on platform modernization. Skills: Python, SQL, IAM, SIEM, Splunk, Kubernetes, Docker, Terraform, data pipelines, AI automation, incident response, Agile delivery, business analysis.",2026-04-22,Cloud / Security / Data / AI / Analyst,"AI automation governance and measurable outcomes — validate sponsorship via DOL/USCIS; signal only, not legal certainty."
Dallas Independent School District,Cloud Analyst,Dallas,https://careers.example.com/dallas-independent-school-district/jobs/J0107,"We are seeking a Cloud Analyst to support Local institution with sponsor signal, but role fit and salary may vary.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",2026-05-23,Cloud / Security / Data / AI / Analyst,"Local institution with sponsor signal, but role fit and salary may vary. — validate sponsorship via DOL/USCIS; signal only, not legal certainty."
Baylor College of Medicine / Baylor Scott & White ecosystem,Technology Analyst,Dallas / Texas,https://careers.example.com/baylor-college-of-medicine---baylor-scot/jobs/J0108,"We are seeking a Technology Analyst to support Healthcare/research systems demand data and security talent; DFW entity must be matched carefully.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",2026-06-24,Cloud / Security / Data / AI / Analyst,"Healthcare/research systems demand data and security talent; DFW entity must be matched carefully. — validate sponsorship via DOL/USCIS; signal only, not legal certainty."
Baylor College of Medicine / Baylor Scott & White ecosystem,Data Engineer,Dallas / Texas,https://careers.example.com/baylor-college-of-medicine---baylor-scot/jobs/J0109,"Join our Data Engineer team driving AI-driven workflow productivity and controls. You will analyze operational data, design secure cloud architectures, tune SIEM detections, and partner with engineering on platform modernization. Skills: Python, SQL, IAM, SIEM, Splunk, Kubernetes, Docker, Terraform, data pipelines, AI automation, incident response, Agile delivery, business analysis.",2026-01-25,Cloud / Security / Data / AI / Analyst,"AI-driven workflow productivity and controls — validate sponsorship via DOL/USCIS; signal only, not legal certainty."
Fluor Corporation,Cloud Security Analyst,Irving,https://careers.example.com/fluor-corporation/jobs/J0110,"We are seeking a Cloud Security Analyst to support Engineering project delivery creates systems, data, and security operations roles.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",2026-02-26,Cloud / Security / Data / AI / Analyst,"Engineering project delivery creates systems, data, and security operations roles. — validate sponsorship via DOL/USCIS; signal only, not legal certainty."
Fluor Corporation,Cloud Security Analyst,Irving,https://careers.example.com/fluor-corporation/jobs/J0111,"Join our Cloud Security Analyst team driving cloud security monitoring and incident response. You will analyze operational data, design secure cloud architectures, tune SIEM detections, and partner with engineering on platform modernization. Skills: Python, SQL, IAM, SIEM, Splunk, Kubernetes, Docker, Terraform, data pipelines, AI automation, incident response, Agile delivery, business analysis.",2026-03-27,Cloud / Security / Data / AI / Analyst,"cloud security monitoring and incident response — validate sponsorship via DOL/USCIS; signal only, not legal certainty."
Jacobs Solutions,Security Engineer,Dallas,https://careers.example.com/jacobs-solutions/jobs/J0112,"We are seeking a Security Engineer to support Infrastructure and engineering modernization create data/digital/security roles.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",2026-04-28,Cloud / Security / Data / AI / Analyst,"Infrastructure and engineering modernization create data/digital/security roles. — validate sponsorship via DOL/USCIS; signal only, not legal certainty."
Jacobs Solutions,Operations Technology Analyst,Dallas,https://careers.example.com/jacobs-solutions/jobs/J0113,"Join our Operations Technology Analyst team driving data pipeline reliability and audit readiness. You will analyze operational data, design secure cloud architectures, tune SIEM detections, and partner with engineering on platform modernization. Skills: Python, SQL, IAM, SIEM, Splunk, Kubernetes, Docker, Terraform, data pipelines, AI automation, incident response, Agile delivery, business analysis.",2026-05-01,Cloud / Security / Data / AI / Analyst,"data pipeline reliability and audit readiness — validate sponsorship via DOL/USCIS; signal only, not legal certainty."
Kimberly-Clark,Operations Technology Analyst,Irving,https://careers.example.com/kimberly-clark/jobs/J0114,"We are seeking a Operations Technology Analyst to support Large enterprise and supply chain operations need analytics and secure systems.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",2026-06-02,Cloud / Security / Data / AI / Analyst,"Large enterprise and supply chain operations need analytics and secure systems. — validate sponsorship via DOL/USCIS; signal only, not legal certainty."
Kimberly-Clark,Operations Technology Analyst,Irving,https://careers.example.com/kimberly-clark/jobs/J0115,"Join our Operations Technology Analyst team driving AI automation governance and measurable outcomes. You will analyze operational data, design secure cloud architectures, tune SIEM detections, and partner with engineering on platform modernization. Skills: Python, SQL, IAM, SIEM, Splunk, Kubernetes, Docker, Terraform, data pipelines, AI automation, incident response, Agile delivery, business analysis.",2026-01-03,Cloud / Security / Data / AI / Analyst,"AI automation governance and measurable outcomes — validate sponsorship via DOL/USCIS; signal only, not legal certainty."
Celanese,Security Engineer,Irving,https://careers.example.com/celanese/jobs/J0116,"We are seeking a Security Engineer to support Manufacturing/chemicals enterprise systems create technical support and analytics roles.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",2026-02-04,Cloud / Security / Data / AI / Analyst,"Manufacturing/chemicals enterprise systems create technical support and analytics roles. — validate sponsorship via DOL/USCIS; signal only, not legal certainty."
Vistra,Data Engineer,Irving,https://careers.example.com/vistra/jobs/J0117,"We are seeking a Data Engineer to support Energy operations and cyber resilience create technical needs; sponsor policy must be verified.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",2026-03-05,Cloud / Security / Data / AI / Analyst,"Energy operations and cyber resilience create technical needs; sponsor policy must be verified. — validate sponsorship via DOL/USCIS; signal only, not legal certainty."
