job_id,company_id,company_name,title,location,role_cluster,priority_tier,business_problem,description,keywords_hint,status
J0088,C034,Liberty Mutual,Cloud Analyst,Plano,Cloud / Security / Data / AI / Analyst,Tier 2 - DFW hub / verify sponsorship,enterprise IAM and zero-trust implementation,"Join our Cloud Analyst team driving enterprise IAM and zero-trust implementation. You will analyze operational data, design secure cloud architectures, tune SIEM detections, and partner with engineering on platform modernization. Skills: Python, SQL, IAM, SIEM, Splunk, Kubernetes, Docker, Terraform, data pipelines, AI automation, incident response, Agile delivery, business analysis.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
J0089,C035,PepsiCo / Frito-Lay,Data Engineer,Plano,Cloud / Security / Data / AI / Analyst,Tier 2 - DFW hub / verify sponsorship,Large CPG operations create data and supply-chain technology needs.,"We are seeking a Data Engineer to support Large CPG operations create data and supply-chain technology needs.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
J0090,C035,PepsiCo / Frito-Lay,Security Engineer,Plano,Cloud / Security / Data / AI / Analyst,Tier 2 - DFW hub / verify sponsorship,technology risk controls and GRC evidence,"Join our Security Engineer team driving technology risk controls and GRC evidence. You will analyze operational data, design secure cloud architectures, tune SIEM detections, and partner with engineering on platform modernization. Skills: Python, SQL, IAM, SIEM, Splunk, Kubernetes, Docker, Terraform, data pipelines, AI automation, incident response, Agile delivery, business analysis.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
J0091,C036,Wells Fargo,Data Engineer,Irving / Dallas,Cloud / Security / Data / AI / Analyst,Tier 2 - strong finance / verify DFW,"Banking compliance, risk, and modernization create relevant roles.","We are seeking a Data Engineer to support Banking compliance, risk, and modernization create relevant roles.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,applied
J0092,C036,Wells Fargo,AI Automation Analyst,Irving / Dallas,Cloud / Security / Data / AI / Analyst,Tier 2 - strong finance / verify DFW,platform modernization and secure automation,"Join our AI Automation Analyst team driving platform modernization and secure automation. You will analyze operational data, design secure cloud architectures, tune SIEM detections, and partner with engineering on platform modernization. Skills: Python, SQL, IAM, SIEM, Splunk, Kubernetes, Docker, Terraform, data pipelines, AI automation, incident response, Agile delivery, business analysis.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
J0093,C037,Morgan Stanley,Data Analyst,Dallas,Cloud / Security / Data / AI / Analyst,Tier 2 - future expansion / verify roles,Dallas regional expansion implies future hiring; active roles must be checked.,"We are seeking a Data Analyst to support Dallas regional expansion implies future hiring; active roles must be checked.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,applied
J0094,C037,Morgan Stanley,Platform Engineer,Dallas,Cloud / Security / Data / AI / Analyst,Tier 2 - future expansion / verify roles,cloud security monitoring and incident response,"Join our Platform Engineer team driving cloud security monitoring and incident response. You will analyze operational data, design secure cloud architectures, tune SIEM detections, and partner with engineering on platform modernization. Skills: Python, SQL, IAM, SIEM, Splunk, Kubernetes, Docker, Terraform, data pipelines, AI automation, incident response, Agile delivery, business analysis.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,contacted
J0095,C038,Nasdaq,Cybersecurity Analyst,Dallas,Cloud / Security / Data / AI / Analyst,Tier 2 - emerging DFW / verify sponsorship,Dallas finance exchange expansion creates tech/data/business operations angles.,"We are seeking a Cybersecurity Analyst to support Dallas finance exchange expansion creates tech/data/business operations angles.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,contacted
J0096,C038,Nasdaq,Technology Risk Analyst,Dallas,Cloud / Security / Data / AI / Analyst,Tier 2 - emerging DFW / verify sponsorship,AI automation governance and measurable outcomes,"Join our Technology Risk Analyst team driving AI automation governance and measurable outcomes. You will analyze operational data, design secure cloud architectures, tune SIEM detections, and partner with engineering on platform modernization. Skills: Python, SQL, IAM, SIEM, Splunk, Kubernetes, Docker, Terraform, data pipelines, AI automation, incident response, Agile delivery, business analysis.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,contacted
J0097,C039,NYSE Texas / Intercontinental Exchange,Cloud Security Analyst,Dallas,Cloud / Security / Data / AI / Analyst,Tier 2 - emerging DFW / verify sponsorship,New Dallas exchange presence creates networking opportunity before roles mature.,"We are seeking a Cloud Security Analyst to support New Dallas exchange presence creates networking opportunity before roles mature.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,contacted
J0098,C039,NYSE Texas / Intercontinental Exchange,Technology Analyst,Dallas,Cloud / Security / Data / AI / Analyst,Tier 2 - emerging DFW / verify sponsorship,AI-driven workflow productivity and controls,"Join our Technology Analyst team driving AI-driven workflow productivity and controls. You will analyze operational data, design secure cloud architectures, tune SIEM detections, and partner with engineering on platform modernization. Skills: Python, SQL, IAM, SIEM, Splunk, Kubernetes, Docker, Terraform, data pipelines, AI automation, incident response, Agile delivery, business analysis.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,contacted
J0099,C040,Siemens Industry Software,Data Analyst,Plano / Texas,Cloud / Security / Data / AI / Analyst,Tier 2 - sponsor / tech fit,Industrial software and digital twin platforms create strong tech roles.,"We are seeking a Data Analyst to support Industrial software and digital twin platforms create strong tech roles.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
J0100,C040,Siemens Industry Software,Security Engineer,Plano / Texas,Cloud / Security / Data / AI / Analyst,Tier 2 - sponsor / tech fit,AI-driven workflow productivity and controls,"Join our Security Engineer team driving AI-driven workflow productivity and controls. You will analyze operational data, design secure cloud architectures, tune SIEM detections, and partner with engineering on platform modernization. Skills: Python, SQL, IAM, SIEM, Splunk, Kubernetes, Docker, Terraform, data pipelines, AI automation, incident response, Agile delivery, business analysis.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
J0101,C041,NXP USA,Business Systems Analyst,Dallas / Austin,Cloud / Security / Data / AI / Analyst,Tier 2 - sponsor / tech fit,Semiconductor operations generate data/security/IT roles; DFW location must be verified.,"We are seeking a Business Systems Analyst to support Semiconductor operations generate data/security/IT roles; DFW location must be verified.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
J0102,C041,NXP USA,Business Systems Analyst,Dallas / Austin,Cloud / Security / Data / AI / Analyst,Tier 2 - sponsor / tech fit,enterprise IAM and zero-trust implementation,"Join our Business Systems Analyst team driving enterprise IAM and zero-trust implementation. You will analyze operational data, design secure cloud architectures, tune SIEM detections, and partner with engineering on platform modernization. Skills: Python, SQL, IAM, SIEM, Splunk, Kubernetes, Docker, Terraform, data pipelines, AI automation, incident response, Agile delivery, business analysis.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
J0103,C042,Indeed,Business Systems Analyst,Austin / Texas / Remote,Cloud / Security / Data / AI / Analyst,Tier 2 - sponsor / TX,Strong data platform and HR-tech fit; DFW role fit depends on remote/TX availability.,"We are seeking a Business Systems Analyst to support Strong data platform and HR-tech fit; DFW role fit depends on remote/TX availability.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,contacted
J0104,C042,Indeed,Data Analyst,Austin / Texas / Remote,Cloud / Security / Data / AI / Analyst,Tier 2 - sponsor / TX,risk management and operational data visibility,"Join our Data Analyst team driving risk management and operational data visibility. You will analyze operational data, design secure cloud architectures, tune SIEM detections, and partner with engineering on platform modernization. Skills: Python, SQL, IAM, SIEM, Splunk, Kubernetes, Docker, Terraform, data pipelines, AI automation, incident response, Agile delivery, business analysis.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,applied
J0105,C043,UT Southwestern Medical Center,Cybersecurity Analyst,Dallas,Cloud / Security / Data / AI / Analyst,Tier 2 - sponsor / local,Healthcare/research environment supports data and systems roles; compensation/sponsorship varies.,"We are seeking a Cybersecurity Analyst to support Healthcare/research environment supports data and systems roles; compensation/sponsorship varies.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,contacted
J0106,C043,UT Southwestern Medical Center,Data Analyst,Dallas,Cloud / Security / Data / AI / Analyst,Tier 2 - sponsor / local,AI automation governance and measurable outcomes,"Join our Data Analyst team driving AI automation governance and measurable outcomes. You will analyze operational data, design secure cloud architectures, tune SIEM detections, and partner with engineering on platform modernization. Skills: Python, SQL, IAM, SIEM, Splunk, Kubernetes, Docker, Terraform, data pipelines, AI automation, incident response, Agile delivery, business analysis.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,applied
J0107,C044,Dallas Independent School District,Cloud Analyst,Dallas,Cloud / Security / Data / AI / Analyst,Tier 3 - local / sponsor signal,"Local institution with sponsor signal, but role fit and salary may vary.","We are seeking a Cloud Analyst to support Local institution with sponsor signal, but role fit and salary may vary.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
J0108,C045,Baylor College of Medicine / Baylor Scott & White ecosystem,Technology Analyst,Dallas / Texas,Cloud / Security / Data / AI / Analyst,Tier 2 - sponsor / healthcare,Healthcare/research systems demand data and security talent; DFW entity must be matched carefully.,"We are seeking a Technology Analyst to support Healthcare/research systems demand data and security talent; DFW entity must be matched carefully.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,applied
J0109,C045,Baylor College of Medicine / Baylor Scott & White ecosystem,Data Engineer,Dallas / Texas,Cloud / Security / Data / AI / Analyst,Tier 2 - sponsor / healthcare,AI-driven workflow productivity and controls,"Join our Data Engineer team driving AI-driven workflow productivity and controls. You will analyze operational data, design secure cloud architectures, tune SIEM detections, and partner with engineering on platform modernization. Skills: Python, SQL, IAM, SIEM, Splunk, Kubernetes, Docker, Terraform, data pipelines, AI automation, incident response, Agile delivery, business analysis.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,contacted
J0110,C046,Fluor Corporation,Cloud Security Analyst,Irving,Cloud / Security / Data / AI / Analyst,Tier 2 - DFW HQ / verify sponsorship,"Engineering project delivery creates systems, data, and security operations roles.","We are seeking a Cloud Security Analyst to support Engineering project delivery creates systems, data, and security operations roles.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,applied
J0111,C046,Fluor Corporation,Cloud Security Analyst,Irving,Cloud / Security / Data / AI / Analyst,Tier 2 - DFW HQ / verify sponsorship,cloud security monitoring and incident response,"Join our Cloud Security Analyst team driving cloud security monitoring and incident response. You will analyze operational data, design secure cloud architectures, tune SIEM detections, and partner with engineering on platform modernization. Skills: Python, SQL, IAM, SIEM, Splunk, Kubernetes, Docker, Terraform, data pipelines, AI automation, incident response, Agile delivery, business analysis.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
J0112,C047,Jacobs Solutions,Security Engineer,Dallas,Cloud / Security / Data / AI / Analyst,Tier 2 - DFW HQ / verify sponsorship,Infrastructure and engineering modernization create data/digital/security roles.,"We are seeking a Security Engineer to support Infrastructure and engineering modernization create data/digital/security roles.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
J0113,C047,Jacobs Solutions,Operations Technology Analyst,Dallas,Cloud / Security / Data / AI / Analyst,Tier 2 - DFW HQ / verify sponsorship,data pipeline reliability and audit readiness,"Join our Operations Technology Analyst team driving data pipeline reliability and audit readiness. You will analyze operational data, design secure cloud architectures, tune SIEM detections, and partner with engineering on platform modernization. Skills: Python, SQL, IAM, SIEM, Splunk, Kubernetes, Docker, Terraform, data pipelines, AI automation, incident response, Agile delivery, business analysis.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
J0114,C048,Kimberly-Clark,Operations Technology Analyst,Irving,Cloud / Security / Data / AI / Analyst,Tier 2 - DFW HQ / verify sponsorship,Large enterprise and supply chain operations need analytics and secure systems.,"We are seeking a Operations Technology Analyst to support Large enterprise and supply chain operations need analytics and secure systems.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
J0115,C048,Kimberly-Clark,Operations Technology Analyst,Irving,Cloud / Security / Data / AI / Analyst,Tier 2 - DFW HQ / verify sponsorship,AI automation governance and measurable outcomes,"Join our Operations Technology Analyst team driving AI automation governance and measurable outcomes. You will analyze operational data, design secure cloud architectures, tune SIEM detections, and partner with engineering on platform modernization. Skills: Python, SQL, IAM, SIEM, Splunk, Kubernetes, Docker, Terraform, data pipelines, AI automation, incident response, Agile delivery, business analysis.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
J0116,C049,Celanese,Security Engineer,Irving,Cloud / Security / Data / AI / Analyst,Tier 3 - DFW HQ / verify sponsorship,Manufacturing/chemicals enterprise systems create technical support and analytics roles.,"We are seeking a Security Engineer to support Manufacturing/chemicals enterprise systems create technical support and analytics roles.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
J0117,C050,Vistra,Data Engineer,Irving,Cloud / Security / Data / AI / Analyst,Tier 3 - DFW HQ / verify sponsorship,Energy operations and cyber resilience create technical needs; sponsor policy must be verified.,"We are seeking a Data Engineer to support Energy operations and cyber resilience create technical needs; sponsor policy must be verified.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,contacted
